DocID,FilerName,MemberName,State,District,Year,Destination,FilingType,DepartureDate,ReturnDate,TravelSponsor
500005762,Jim Matheson,"Matheson, Jim",UT,4,2011,"Dhaka, Bangladesh",Original,4/25/2011,5/1/2011,"Care, Inc."
500005763,Mikael Moore,"Waters, Maxine",CA,43,2011,"Houston, TX",Original,3/10/2011,3/11/2011,The National Black Law Students Association
500005764,Bentley Graves,"King, Steve",IA,4,2011,"Cambridge, MD",Original,5/12/2011,5/15/2011,The Congressional Institute
500005765,Jerr Rosenbaum,"Hurt, Robert",VA,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005766,Mike Smullen,"Johnson, Bill",OH,6,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005767,Richard T. Dykema,"Rohrabacher, Dana",CA,48,2011,"Ankara, Turkey",Original,4/29/2011,5/2/2011,U.S. Association of Former Members of Congress
500005767,Richard T. Dykema,"Rohrabacher, Dana",CA,48,2011,"Istanbul, Turkey",Original,4/29/2011,5/2/2011,U.S. Association of Former Members of Congress
500005769,Jason Suslavich,"Young, Don",AK,0,2011,"Istanbul, Turkey",Original,4/22/2011,5/1/2011,Pacifica Institue
500005769,Jason Suslavich,"Young, Don",AK,0,2011,"Kayseri, Turkey",Original,4/22/2011,5/1/2011,Pacifica Institue
500005769,Jason Suslavich,"Young, Don",AK,0,2011,"Nevsehir, Turkey",Original,4/22/2011,5/1/2011,Pacifica Institue
500005769,Jason Suslavich,"Young, Don",AK,0,2011,"Nidge, Turkey",Original,4/22/2011,5/1/2011,Pacifica Institue
500005771,Rick Larsen,"Larsen, Rick",WA,2,2011,"Beijing, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005771,Rick Larsen,"Larsen, Rick",WA,2,2011,"Chengdu, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005771,Rick Larsen,"Larsen, Rick",WA,2,2011,"Chicago, IL",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005771,Rick Larsen,"Larsen, Rick",WA,2,2011,"Qingdao, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005771,Rick Larsen,"Larsen, Rick",WA,2,2011,"Shanghai, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005772,Jasper MacSlarrow,"Larsen, Rick",WA,2,2011,"Beijing, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005772,Jasper MacSlarrow,"Larsen, Rick",WA,2,2011,"Chengdu, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005772,Jasper MacSlarrow,"Larsen, Rick",WA,2,2011,"Qingdao, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005772,Jasper MacSlarrow,"Larsen, Rick",WA,2,2011,"Shanghai, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005776,Jo-Marie St. Martin,"Boehner, John A.",OH,8,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005778,Jon Traub,"Camp, Dave",MI,4,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005780,William Tighe,"Marino, Tom",PA,10,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005781,Scott Yeldell,"Canseco, Francisco R.",TX,23,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005783,Ted Maness,"Austria, Steve",OH,7,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005784,Jordan Stoick,"Noem, Kristi",SD,0,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,The Congressional Institute
500005785,Leslie Goodman,"Foxx, Virginia",NC,5,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005786,Adriane Casalotti,"Capps, Lois",CA,24,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005787,Adriane Casalotti,"Capps, Lois",CA,24,2011,"New York, NY",Original,5/5/2011,5/7/2011,The Humpty Dumpty Institute; the United Nations Foundation
500005788,Andrew Duke,"Hensarling, Jeb",TX,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Insititute
500005789,James Conner Ryan,"Johnson, Sam",TX,3,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,Campaign for Public Health Foundation
500005790,David J. Heil,"Johnson, Sam",TX,3,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,Congressional Institute
500005792,Mary N. Springer,"Wittman, Robert",VA,1,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005793,Patrick Rothwell,"Barletta, Lou",PA,11,2011,"Cambridge, MD",Original,5/13/2011,5/13/2011,Congressional Institute
500005795,Marshall Macomber,"Rogers, Mike",AL,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005797,James Carstensen,"Latham, Tom",IA,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005798,Shelley H. Husband,"Goodlatte, Bob",VA,6,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005799,Natalie Buchanan,"McCarthy, Kevin",CA,23,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005800,Phillip Joffrion,"Landry, Jeffrey M.",LA,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005801,Doug Centilli,"Brady, Kevin",TX,8,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,The Congressional Institute
500005802,Bridgette DeHart,"Clarke, Yvette",NY,9,2011,"New York, NY",Original,5/18/2011,5/20/2011,American Youth Policy Forum
500005803,Daniel Harsha,"Berman, Howard L.",CA,28,2011,"Cairo, Egypt",Original,5/14/2011,5/18/2011,The Humpty Dumpty Institute
500005805,Adam Magary,"Manzullo, Donald A.",IL,16,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005806,Travis Smith,"Yoder, Kevin",KS,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005807,Al Lytton,"Ellmers, Renee L.",NC,2,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005808,Amy Smith,"Garrett, Scott",NJ,5,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,Congressional Institute
500005809,Karen M. Czarnecki,"Kelly, Mike",PA,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005811,Randall M. Hultgren,"Hultgren, Randy",IL,14,2011,"Los Angeles, CA",Amendment,1/26/2011,1/30/2011,Heritage Foundation
500005812,"A.B. Chandler, III","Chandler, Ben",KY,6,2011,"Tel Aviv, Israel",Original,4/26/2011,5/2/2011,American Israel Education Foundation
500005813,Michael Hesse,"Tipton, Scott",CO,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005814,Jennifer Holcomb,"McCollum, Betty",MN,4,2011,"New York City, New York",Original,5/5/2011,5/6/2011,The Humpty Dumpty Institute and United Nations Foundation
500005815,Mathew A. Van Patton,"Gowdy, Trey",SC,4,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005819,"John D. Goodwin, Jr.","Labrador, Raul",ID,1,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005820,Kevin C. Reigrut,"Harris, Andy",MD,1,2011,"Cambridge, MD",Original,5/12/2011,5/15/2011,Congressional Institute
500005821,Derek N. Harley,"Herger, Wally",CA,2,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,The Congressional Institute
500005822,Ahmed R. Bhadelia,"Honda, Michael M.",CA,17,2011,"New York City, NY",Original,5/5/2011,5/6/2011,The Humpty Dumpty Institute (HDI)
500005823,David Peluso,"Bilirakis, Gus",FL,12,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005824,William E. Williams (Lance),"Duncan, Jeff",SC,3,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,Congressional Institute
500005825,Nancy Fox,"Frelinghuysen, Rodney",NJ,11,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005826,Allen H. Simpson,"Mulvaney, Mick",SC,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005829,Jessica Lee,"McDermott, Jim",WA,7,2011,"Queenstown, MD",Original,5/21/2011,5/22/2011,Partnership for a Secure America
500005830,Cesar Gonzalez,"Diaz-Balart, Mario",FL,25,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005831,Joel Brubaker,"Capito, Shelley Moore",WV,2,2011,"Cambridge, MD",Original,5/13/2011,5/13/2011,The Congressional Institute
500005832,James Slepian,"Renacci, James",OH,16,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congessional Institute
500005833,Gina Santucci,"Poe, Ted",TX,2,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,The Congressional Institute
500005834,David Sours,"Gingrey, Phil",GA,11,2011,"Cambridge, MD",Original,5/12/2011,5/15/2011,The Congressional Institute
500005836,Sarah Rubinfield,"Capps, Lois",CA,24,2011,"New York, NY",Original,5/19/2011,5/20/2011,American Youth Policy Forum
500005837,Ethan A. Zorfas,"Guinta, Frank C.",NH,1,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005838,Mary Annie Harper,"LoBiondo, Frank",NJ,2,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,Congressional Institute
500005842,Justin Grabelle,"Nugent, Richard B.",FL,11,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005843,Gabriel Neville,"Pitts, Joseph R.",PA,16,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005844,Brian Crawford,"Rooney, Thomas",FL,17,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,The Congressional Institute
500005845,Erin Ryan,"Speier, Jackie",CA,14,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005846,Benjamin Parmentier,"Costa, Jim",CA,16,2011,"Atlanta,GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005847,Matthew Meyer,"Roe, David",TN,1,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005848,Charlene MacDonald,"Schwartz, Allyson Y.",PA,13,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005850,David Schnittger,"Boehner, John A.",OH,8,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,Congressional Institute
500005851,Michael J. Sommers,"Boehner, John A.",OH,8,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Insitute
500005853,Jennifer Krimm,"Chandler, Ben",KY,6,2011,"Ankara, Turkey",Amendment,4/22/2011,4/29/2011,Mid-Atlantic Federation of Turkic American Associations (MAFTAA)
500005853,Jennifer Krimm,"Chandler, Ben",KY,6,2011,"Cappadocia, Turkey",Amendment,4/22/2011,4/29/2011,Mid-Atlantic Federation of Turkic American Associations (MAFTAA)
500005853,Jennifer Krimm,"Chandler, Ben",KY,6,2011,"Istanbul, Turkey",Amendment,4/22/2011,4/29/2011,Mid-Atlantic Federation of Turkic American Associations (MAFTAA)
500005855,Michael Hare,"Boustany, Charles W.",LA,3,2011,"Beijing, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005855,Michael Hare,"Boustany, Charles W.",LA,3,2011,"Chengdu, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005855,Michael Hare,"Boustany, Charles W.",LA,3,2011,"Qingdao, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005855,Michael Hare,"Boustany, Charles W.",LA,3,2011,"Shanghai, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005856,Charles Boustany,"Boustany, Charles W.",LA,3,2011,"Beijing, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005856,Charles Boustany,"Boustany, Charles W.",LA,3,2011,"Chengdu, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005856,Charles Boustany,"Boustany, Charles W.",LA,3,2011,"Qingdao, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005856,Charles Boustany,"Boustany, Charles W.",LA,3,2011,"Shanghai, China",Original,4/23/2011,5/1/2011,National Committee on US-China Relations
500005858,Chris Phelen,"Lamborn, Doug",CO,5,2011,"Cambridge, MD",Original,5/12/2011,5/15/2011,The Congressional Institute
500005859,McKay Daniels,"Ribble, Reid J.",WI,8,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005860,Amy M Porter,"Royce, Edward",CA,39,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005861,Jonathan Halpern,"Bishop, Sanford",GA,2,2011,"Atlanta, GA",Original,5/17/2011,5/18/2011,The Campaign for Public Health Foundation
500005862,Tom Stallings,"Southerland, Steve",FL,2,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005863,Dee Gilmore,"Forbes, J. Randy",VA,4,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005864,Tim Berry,"McCarthy, Kevin",CA,23,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005865,James B. Min,"McCarthy, Kevin",CA,23,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005866,Joseph M. Lillis,"Long, Billy",MO,7,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005867,Brian MacDonald,"Walden, Greg",OR,2,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005868,Andrew Justin Keiser,"Rogers, Mike",AL,3,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,The Congressional Institute
500005869,Kris Skrzycki,"Price, Tom",GA,6,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005870,Emily Khoury,"Towns, Edolphus",NY,10,2011,"New York City, NY",Original,5/19/2011,5/20/2011,American Youth Policy Forum
500005871,John Stipicevic,"McCarthy, Kevin",CA,23,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005872,Cameron Arterton,"Doggett, Lloyd",TX,35,2011,"Bruges, Belgium",Original,5/17/2011,5/22/2011,"Bertlesmann Stiftung, Bertlesmann Foundation"
500005872,Cameron Arterton,"Doggett, Lloyd",TX,35,2011,"Brussels, Belgium",Original,5/17/2011,5/22/2011,"Bertlesmann Stiftung, Bertlesmann Foundation"
500005873,Joshua A. Lynch,"Blackburn, Marsha",TN,7,2011,"Fort Worth/Dallas, TX",Original,5/19/2011,5/20/2011,Telecommunications Industry Association (TIA)
500005874,Ed Cassidy,"Boehner, John A.",OH,8,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005875,Philip G. Kiko,"Lungren, Daniel E.",CA,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005876,George Hadijski,"Lungren, Daniel E.",CA,3,2011,"Cambridge, MD",Original,5/14/2011,5/14/2011,Congressional Institute
500005877,Lynnel Ruckert,"Scalise, Steve",LA,1,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005878,Erik Rayman,"Kinzinger, Adam",IL,16,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005879,Anne Thorsen,"Boehner, John A.",OH,8,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,The Congressional Institute
500005880,Emily Katz,"DeGette, Diana",CO,1,2011,"Atlanta,GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005881,Diane A. Hawks,"Nunnelee, Alan",MS,1,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005882,Jack Seum,"Stearns, Cliff",FL,6,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005883,Trent Edwards,"DesJarlais, Scott",TN,4,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005884,Peter Tateishi,"Lungren, Daniel E.",CA,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005885,Jeremy Deutsch,"McMorris Rodgers, Cathy",WA,5,2011,"Chesapeake Bay, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005886,Adriane Casalotti,"Capps, Lois",CA,24,2011,"Atlanta, GA",Amendment,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005887,Kyle Nevins,"Cantor, Eric",VA,7,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005888,Elizabeth W. Darnall,"Maloney, Carolyn",NY,12,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005889,Mike Ference,"Cantor, Eric",VA,7,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005890,Neil Bradley,"Cantor, Eric",VA,7,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005892,Steve Stombres,"Cantor, Eric",VA,7,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005893,Michael Ward,"Rokita, Todd",IN,4,2011,"Chesapeake, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005894,Laena Fallon,"Cantor, Eric",VA,7,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005895,Brad Dayspring,"Cantor, Eric",VA,7,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005896,Chris Hansen,"Gardner, Cory",CO,4,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005897,Amy Barrera,"Cantor, Eric",VA,7,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005899,Kristi Way,"Cantor, Eric",VA,7,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005900,Sarah Pompei,"McCarthy, Kevin",CA,23,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005902,Ryan Walker,"Latta, Robert",OH,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005904,John Billings,"Bass, Charles F.",NH,2,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005905,Lynnel Ruckert,"Scalise, Steve",LA,1,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005907,Nicolas Muzin,"Scott, Tim",SC,1,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,Congressional Institute
500005908,Jeffrey A. Shapiro,"Smith, Adrian",NE,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005910,Robert A. Cochran,"McKeon, Howard P. ""Buck""",CA,25,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005911,Kelly Lungren McCollum,"Griffith, H.",VA,9,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005912,Jim McDermott,"McDermott, Jim",WA,7,2011,"New York City, NY",Original,5/13/2011,5/13/2011,ABC (American Broadcasting Company)
500005913,Michael Steel,"Boehner, John A.",OH,8,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,Congressional Institute
500005914,Brendan Buck,"Boehner, John A.",OH,8,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005915,Randy Kutz,"Franks, Trent",AZ,8,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005916,Nora Bisharat,"Pingree, Chellie",ME,1,2011,"New York, NY",Original,5/5/2011,5/7/2011,"The Humpty Dumpty Institute, United Nations Foundation"
500005917,Armstrong Robinson,"Davis, Geoff",KY,4,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005918,Steven Shearer,"Schock, Aaron",IL,18,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005919,Ryan Thompson,"Barton, Joe",TX,6,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005920,Laurie Esau,"Paulsen, Erik",MN,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005921,Renee Howell Hudson,"Quayle, Benjamin",AZ,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005922,William C. Krieger,"Boehner, John A.",OH,8,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,The Congressional Institute
500005925,James Wiley Deck,"Mica, John L.",FL,7,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005928,Joel D. Kassiday,"Gallegly, Elton",CA,24,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005929,Charles C. Keller,"Adams, Sandy",FL,24,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005930,Patrick Leopold,"Jenkins, Lynn",KS,2,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005931,Justin Roth,"Walsh, Joe",IL,8,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005932,Mark Chenoweth,"Pompeo, Mike",KS,4,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005933,Michael Beckerman,"Upton, Fred",MI,6,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005934,Anne E. Fultz,"Gerlach, Jim",PA,6,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005935,Johnny Amaral,"Nunes, Devin",CA,22,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005936,Kinsey Kiriakos,"McDermott, Jim",WA,7,2011,"New York City, NY",Amendment,5/13/2011,5/14/2011,American Broadcasting Company
500005937,Lucille (Muffy) Lewis,"Campbell, John",CA,45,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005938,Stephen Lassiter,"Ellison, Keith",MN,5,2011,"Cairo, Egypt",Original,5/14/2011,5/18/2011,"The Humpty Dumpty Institute, Danieli Corporation"
500005939,James Quinn,"Cassidy, Bill",LA,6,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005940,Jessica Carter,"Fincher, Stephen Lee",TN,8,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005941,Aaron Curtis Jones,"Rogers, Harold",KY,5,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005942,Kathleen Hall,"Jackson, Jesse L.",IL,2,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005943,Jim Pfaff,"Huelskamp, Tim",KS,1,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005944,Kathryn Patru,"Hensarling, Jeb",TX,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005945,Daris Meeks,"Hensarling, Jeb",TX,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005946,Michael Dee Buchanan,"Hensarling, Jeb",TX,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005947,Chelsea Brown,"Hensarling, Jeb",TX,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005948,Shannon Flaherty McGahn,"Hensarling, Jeb",TX,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005949,Emily Seidel,"Hensarling, Jeb",TX,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005950,John Buttarazzi,"Buerkle, Ann Marie",NY,25,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005951,Stacy Barton,"Runyan, Jon",NJ,3,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,The Congressional Institute
500005952,Jeanette Whitener,"Neugebauer, Randy",TX,19,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005953,Jean Hinz,"Kline, John",MN,2,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,Congressional Institute
500005954,Brendan Belair,"Carter, John",TX,31,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005955,Todd Willens,"Pearce, Stevan",NM,2,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005956,Patrick Lyden,"Fitzpatrick, Michael G.",PA,8,2011,"Cambridge, MD",Amendment,5/12/2011,5/14/2011,Congressional Instittute
500005957,Jennifer Beppu,"Hirono, Mazie K.",HI,2,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
500005958,David G. Bowser,"Broun, Paul C.",GA,10,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005959,Dale Neugebauer,"Issa, Darrell",CA,49,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005960,Valerie Nelson,"Cantor, Eric",VA,7,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005961,Brett Loper,"Boehner, John A.",OH,8,2011,"Cambridge, MD",Original,5/13/2011,5/14/2011,Congressional Institute
500005962,Sarah Beatty,"Meehan, Patrick",PA,7,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005964,Patrick Bell,"McMorris Rodgers, Cathy",WA,5,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005965,Seth Appleton,"Luetkemeyer, Blaine",MO,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005967,Elizabeth (Betsy) Wright Hawkins,"Turner, Michael",OH,10,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005968,Michael Beckerman,"Upton, Fred",MI,6,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005971,Dan McFaul,"Miller, Jeff",FL,1,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005973,Gregory Facchiano,"Heck, Joseph J.",NV,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,The Congressional Institute
500005974,James Brandell,"Camp, Dave",MI,4,2011,"Cambridge, MD",Original,5/12/2011,5/13/2011,Congressional Institute
500005975,Gary J. Kline,"Bilbray, Brian P.",CA,50,2011,"San Francisco, CA",Original,5/13/2011,5/18/2011,American Association of Immunology
500005976,Helen W. Tolar,"Miller, Jeff",FL,1,2011,The Hyatt Regency Chesapeake B,Original,5/12/2011,5/13/2011,The Congressional Institute
500005977,Jonathan Blyth,"West, Allen B.",FL,22,2011,The Hyatt Regency Chesapeake B,Original,5/12/2011,5/14/2011,Congressional Institute
500005978,Glen Downs,"Jones, Walter",NC,3,2011,"Cambridge, MD",Original,5/12/2011,5/14/2011,Congressional Institute
500005979,Lauren Lattany,"Scott, David",GA,13,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,Campaign for Public Health
500005980,Chaka Fattah,"Fattah, Chaka",PA,2,2011,"Orlando, FL",Original,5/14/2011,5/16/2011,Delaware Valley Industrial Resource Center
500005981,Gilbert Matthew Nelson,"Miller, Jeff",FL,1,2011,"Queenstown, MD",Original,5/21/2011,5/22/2011,Partnership for a Secure America
500005982,Kelsey Mishkin,"Grijalva, Raul",AZ,3,2011,"Atlanta, GA",Original,5/16/2011,5/17/2011,The Campaign for Public Health Foundation
