month,year,county,amount,sales_type
6,2016,Mesa,,medical
6,2016,Las Animas,1622815.0,retail
6,2016,Moffat,,medical
6,2016,Mesa,,retail
6,2016,Montezuma,96553.0,medical
6,2016,Montezuma,914168.0,retail
6,2016,Montrose,,medical
6,2016,Morgan,549251.0,retail
6,2016,Morgan,,medical
6,2016,Ouray,,retail
6,2016,Ouray,,medical
6,2016,Park,299449.0,retail
6,2016,Park,,medical
6,2016,Pitkin,673427.0,retail
6,2016,Pitkin,94197.0,medical
6,2016,Pueblo,2365115.0,retail
6,2016,Pueblo,1386239.0,medical
6,2016,Routt,649366.0,retail
6,2016,Routt,140614.0,medical
6,2016,Saguache,,retail
6,2016,San Miguel,43855.0,medical
6,2016,San Juan,,retail
6,2016,Sedgwick,,medical
6,2016,San Miguel,329083.0,retail
6,2016,Summit,153626.0,medical
6,2016,Sedgwick,,retail
6,2016,Teller,,medical
6,2016,Summit,1253529.0,retail
6,2016,Weld,301573.0,medical
6,2016,Weld,2024804.0,retail
6,2016,Sum of NR Counties,627877.0,medical
6,2016,Sum of NR Counties,4500938.0,retail
12,2016,Adams,568391.0,medical
12,2016,Adams,4593466.0,retail
12,2016,Alamosa,,medical
12,2016,Arapahoe,9260969.0,retail
12,2016,Arapahoe,1447994.0,medical
12,2016,Archuleta,,retail
12,2016,Archuleta,,medical
12,2016,Boulder,5821440.0,retail
12,2016,Boulder,2510721.0,medical
12,2016,Chaffee,351614.0,retail
12,2016,Chaffee,,medical
12,2016,Clear Creek,526729.0,retail
12,2016,Clear Creek,61999.0,medical
12,2016,Conejos,339375.0,retail
12,2016,Costilla,,medical
12,2016,Costilla,223780.0,retail
12,2016,Denver,16064917.0,medical
12,2016,Denver,27400081.0,retail
12,2016,Eagle,163815.0,medical
12,2016,Eagle,1398924.0,retail
12,2016,El Paso,8417826.0,medical
12,2016,El Paso,,retail
12,2016,Fremont,173405.0,medical
12,2016,Garfield,1451481.0,retail
12,2016,Garfield,322592.0,medical
12,2016,Gilpin,204163.0,retail
12,2016,Gilpin,,medical
12,2016,Grand,390044.0,retail
12,2016,Grand,,medical
12,2016,Gunnison,530400.0,retail
12,2016,Gunnison,,medical
12,2016,Huerfano,,retail
12,2016,Jefferson,1545983.0,medical
12,2016,Jefferson,4354956.0,retail
12,2016,La Plata,334003.0,medical
12,2016,Lake,182830.0,retail
12,2016,Larimer,1260854.0,medical
12,2016,La Plata,2011310.0,retail
12,2016,Las Animas,,medical
12,2016,Larimer,4145435.0,retail
12,2016,Mesa,,medical
12,2016,Las Animas,2389493.0,retail
12,2016,Moffat,,medical
12,2016,Mesa,,retail
12,2016,Montezuma,,medical
12,2016,Montezuma,1211288.0,retail
12,2016,Montrose,,medical
12,2016,Morgan,579314.0,retail
12,2016,Morgan,,medical
12,2016,Ouray,334503.0,retail
12,2016,Otero,,medical
12,2016,Park,301869.0,retail
12,2016,Ouray,,medical
12,2016,Pitkin,1065431.0,retail
12,2016,Park,,medical
12,2016,Pueblo,2566125.0,retail
12,2016,Pitkin,70724.0,medical
12,2016,Routt,789398.0,retail
12,2016,Pueblo,637069.0,medical
12,2016,Saguache,,retail
12,2016,Routt,188092.0,medical
12,2016,San Juan,,retail
12,2016,San Miguel,30626.0,medical
12,2016,San Miguel,316572.0,retail
12,2016,Sedgwick,,medical
12,2016,Sedgwick,,retail
12,2016,Summit,163465.0,medical
12,2016,Summit,2203456.0,retail
12,2016,Teller,,medical
12,2016,Weld,2486668.0,retail
12,2016,Weld,309108.0,medical
12,2016,Sum of NR Counties,3789891.0,retail
12,2016,Sum of NR Counties,600769.0,medical
2,2016,Adams,331503.0,medical
2,2016,Adams,2597102.0,retail
2,2016,Alamosa,,medical
2,2016,Arapahoe,6229934.0,retail
2,2016,Arapahoe,1502406.0,medical
2,2016,Archuleta,,retail
2,2016,Archuleta,,medical
2,2016,Boulder,4477304.0,retail
2,2016,Boulder,2517617.0,medical
2,2016,Chaffee,281840.0,retail
2,2016,Chaffee,,medical
2,2016,Clear Creek,535811.0,retail
2,2016,Clear Creek,89373.0,medical
2,2016,Conejos,163449.0,retail
2,2016,Costilla,,medical
2,2016,Costilla,153417.0,retail
2,2016,Denver,15302180.0,medical
2,2016,Denver,19129746.0,retail
2,2016,Eagle,234659.0,medical
2,2016,Eagle,1176777.0,retail
2,2016,El Paso,7548713.0,medical
2,2016,El Paso,,retail
2,2016,Fremont,,medical
2,2016,Garfield,860185.0,retail
2,2016,Garfield,386348.0,medical
2,2016,Gilpin,172887.0,retail
2,2016,Gilpin,,medical
2,2016,Grand,279018.0,retail
2,2016,Grand,,medical
2,2016,Gunnison,413264.0,retail
2,2016,Gunnison,,medical
2,2016,Huerfano,,retail
2,2016,Jefferson,1589401.0,medical
2,2016,Jefferson,2970642.0,retail
2,2016,La Plata,360382.0,medical
2,2016,Lake,,retail
2,2016,Larimer,1341468.0,medical
2,2016,La Plata,1484507.0,retail
2,2016,Las Animas,,medical
2,2016,Larimer,2878307.0,retail
2,2016,Mesa,,medical
2,2016,Las Animas,1012648.0,retail
2,2016,Moffat,,medical
2,2016,Mesa,,retail
2,2016,Montezuma,102860.0,medical
2,2016,Montezuma,600808.0,retail
2,2016,Montrose,,medical
2,2016,Morgan,,retail
2,2016,Morgan,,medical
2,2016,Ouray,,retail
2,2016,Ouray,,medical
2,2016,Park,176302.0,retail
2,2016,Park,,medical
2,2016,Pitkin,964350.0,retail
2,2016,Pitkin,95627.0,medical
2,2016,Pueblo,1686427.0,retail
2,2016,Pueblo,980275.0,medical
2,2016,Routt,772020.0,retail
2,2016,Routt,193928.0,medical
2,2016,Saguache,,retail
2,2016,San Miguel,46544.0,medical
2,2016,San Juan,,retail
2,2016,Sedgwick,,medical
2,2016,San Miguel,339892.0,retail
2,2016,Summit,212147.0,medical
2,2016,Sedgwick,,retail
2,2016,Teller,,medical
2,2016,Summit,2116576.0,retail
2,2016,Weld,395983.0,medical
2,2016,Weld,1866786.0,retail
2,2016,Sum of NR Counties,787820.0,medical
2,2016,Sum of NR Counties,3705315.0,retail
1,2014,Adams,683098.0,medical
1,2014,Adams,,retail
1,2014,Alamosa,,medical
1,2014,Clear Creek,459640.0,retail
1,2014,Arapahoe,1188232.0,medical
1,2014,Denver,8482593.0,retail
1,2014,Archuleta,,medical
1,2014,Garfield,,retail
1,2014,Boulder,3417873.0,medical
1,2014,Gilpin,197379.0,retail
1,2014,Chaffee,83714.0,medical
1,2014,Gunnison,,retail
1,2014,Clear Creek,143736.0,medical
1,2014,Jefferson,853675.0,retail
1,2014,Costilla,,medical
1,2014,Lake,,retail
1,2014,Denver,15351083.0,medical
1,2014,Ouray,,retail
1,2014,Eagle,203060.0,medical
1,2014,Park,,retail
1,2014,El Paso,4923633.0,medical
1,2014,Pueblo,,retail
1,2014,Fremont,134388.0,medical
1,2014,Routt,,retail
1,2014,Garfield,396086.0,medical
1,2014,San Miguel,338934.0,retail
1,2014,Gilpin,28798.0,medical
1,2014,Summit,1274208.0,retail
1,2014,Grand,,medical
1,2014,Weld,,retail
1,2014,Gunnison,36244.0,medical
1,2014,Sum of NR Counties,2415784.0,retail
1,2014,Jefferson,1979386.0,medical
1,2014,La Plata,523193.0,medical
1,2014,Larimer,964948.0,medical
1,2014,Mesa,,medical
1,2014,Moffat,,medical
1,2014,Montezuma,100634.0,medical
1,2014,Montrose,,medical
1,2014,Ouray,,medical
1,2014,Park,,medical
1,2014,Pitkin,194865.0,medical
1,2014,Pueblo,419894.0,medical
1,2014,Routt,239509.0,medical
1,2014,San Miguel,164384.0,medical
1,2014,Sedgwick,,medical
1,2014,Summit,271441.0,medical
1,2014,Teller,,medical
1,2014,Weld,657150.0,medical
1,2014,Sum of NR Counties,436371.0,medical
3,2016,Adams,347344.0,medical
3,2016,Adams,2909379.0,retail
3,2016,Alamosa,,medical
3,2016,Arapahoe,7112616.0,retail
3,2016,Arapahoe,1601551.0,medical
3,2016,Archuleta,,retail
3,2016,Archuleta,,medical
3,2016,Boulder,5138199.0,retail
3,2016,Boulder,2718254.0,medical
3,2016,Chaffee,350973.0,retail
3,2016,Chaffee,,medical
3,2016,Clear Creek,561094.0,retail
3,2016,Clear Creek,87829.0,medical
3,2016,Conejos,211950.0,retail
3,2016,Costilla,,medical
3,2016,Costilla,195952.0,retail
3,2016,Denver,17353519.0,medical
3,2016,Denver,21459311.0,retail
3,2016,Eagle,264913.0,medical
3,2016,Eagle,1283537.0,retail
3,2016,El Paso,8537583.0,medical
3,2016,El Paso,,retail
3,2016,Fremont,207942.0,medical
3,2016,Garfield,1095523.0,retail
3,2016,Garfield,425553.0,medical
3,2016,Gilpin,188204.0,retail
3,2016,Gilpin,,medical
3,2016,Grand,360353.0,retail
3,2016,Grand,,medical
3,2016,Gunnison,490823.0,retail
3,2016,Gunnison,,medical
3,2016,Huerfano,,retail
3,2016,Jefferson,1715396.0,medical
3,2016,Jefferson,3327498.0,retail
3,2016,La Plata,404686.0,medical
3,2016,Lake,,retail
3,2016,Larimer,1401215.0,medical
3,2016,La Plata,1679875.0,retail
3,2016,Las Animas,,medical
3,2016,Larimer,3197373.0,retail
3,2016,Mesa,,medical
3,2016,Las Animas,1284687.0,retail
3,2016,Moffat,,medical
3,2016,Mesa,,retail
3,2016,Montezuma,102939.0,medical
3,2016,Montezuma,728890.0,retail
3,2016,Montrose,,medical
3,2016,Morgan,,retail
3,2016,Morgan,,medical
3,2016,Ouray,,retail
3,2016,Ouray,,medical
3,2016,Park,229022.0,retail
3,2016,Park,,medical
3,2016,Pitkin,1082334.0,retail
3,2016,Pitkin,103033.0,medical
3,2016,Pueblo,2074591.0,retail
3,2016,Pueblo,1240646.0,medical
3,2016,Routt,759132.0,retail
3,2016,Routt,220567.0,medical
3,2016,Saguache,,retail
3,2016,San Miguel,,medical
3,2016,San Juan,,retail
3,2016,Sedgwick,,medical
3,2016,San Miguel,,retail
3,2016,Summit,,medical
3,2016,Sedgwick,,retail
3,2016,Teller,,medical
3,2016,Summit,2395692.0,retail
3,2016,Weld,,medical
3,2016,Weld,2034731.0,retail
3,2016,Sum of NR Counties,1383203.0,medical
3,2016,Sum of NR Counties,4969649.0,retail
1,2016,Adams,363668.0,medical
1,2016,Adams,2544485.0,retail
1,2016,Alamosa,,medical
1,2016,Arapahoe,5949573.0,retail
1,2016,Arapahoe,1547734.0,medical
1,2016,Archuleta,,retail
1,2016,Archuleta,,medical
1,2016,Boulder,4499880.0,retail
1,2016,Boulder,2565967.0,medical
1,2016,Chaffee,268240.0,retail
1,2016,Chaffee,,medical
1,2016,Clear Creek,550192.0,retail
1,2016,Clear Creek,103212.0,medical
1,2016,Conejos,,retail
1,2016,Costilla,,medical
1,2016,Costilla,,retail
1,2016,Denver,14692917.0,medical
1,2016,Denver,18969263.0,retail
1,2016,Eagle,258266.0,medical
1,2016,Eagle,1214652.0,retail
1,2016,El Paso,7124874.0,medical
1,2016,El Paso,,retail
1,2016,Fremont,160049.0,medical
1,2016,Garfield,821090.0,retail
1,2016,Garfield,342951.0,medical
1,2016,Gilpin,136475.0,retail
1,2016,Gilpin,,medical
1,2016,Grand,287813.0,retail
1,2016,Grand,,medical
1,2016,Gunnison,400086.0,retail
1,2016,Gunnison,,medical
1,2016,Huerfano,,retail
1,2016,Jefferson,1624527.0,medical
1,2016,Jefferson,3020022.0,retail
1,2016,La Plata,364582.0,medical
1,2016,Lake,,retail
1,2016,Larimer,1310553.0,medical
1,2016,La Plata,1396817.0,retail
1,2016,Las Animas,,medical
1,2016,Larimer,2708125.0,retail
1,2016,Mesa,,medical
1,2016,Las Animas,922872.0,retail
1,2016,Moffat,,medical
1,2016,Mesa,,retail
1,2016,Montezuma,79330.0,medical
1,2016,Montezuma,532773.0,retail
1,2016,Montrose,,medical
1,2016,Morgan,,retail
1,2016,Morgan,,medical
1,2016,Ouray,,retail
1,2016,Ouray,,medical
1,2016,Park,187006.0,retail
1,2016,Park,,medical
1,2016,Pitkin,1008558.0,retail
1,2016,Pitkin,93239.0,medical
1,2016,Pueblo,1466234.0,retail
1,2016,Pueblo,822153.0,medical
1,2016,Routt,792416.0,retail
1,2016,Routt,203373.0,medical
1,2016,Saguache,,retail
1,2016,San Miguel,,medical
1,2016,San Juan,,retail
1,2016,Sedgwick,,medical
1,2016,San Miguel,385569.0,retail
1,2016,Summit,228510.0,medical
1,2016,Sedgwick,,retail
1,2016,Teller,,medical
1,2016,Summit,2338782.0,retail
1,2016,Weld,356636.0,medical
1,2016,Weld,1793538.0,retail
1,2016,Sum of NR Counties,618003.0,medical
1,2016,Sum of NR Counties,3701557.0,retail
3,2014,Adams,477275.0,medical
3,2014,Adams,,retail
3,2014,Alamosa,,medical
3,2014,Boulder,1396479.0,retail
3,2014,Arapahoe,1490219.0,medical
3,2014,Clear Creek,524541.0,retail
3,2014,Archuleta,,medical
3,2014,Denver,10746117.0,retail
3,2014,Boulder,3505875.0,medical
3,2014,Garfield,,retail
3,2014,Chaffee,,medical
3,2014,Gilpin,131685.0,retail
3,2014,Clear Creek,106955.0,medical
3,2014,Gunnison,,retail
3,2014,Costilla,,medical
3,2014,Jefferson,1056723.0,retail
3,2014,Denver,16102218.0,medical
3,2014,Lake,,retail
3,2014,Eagle,201147.0,medical
3,2014,Ouray,,retail
3,2014,El Paso,5929766.0,medical
3,2014,Park,,retail
3,2014,Fremont,222270.0,medical
3,2014,Pitkin,,retail
3,2014,Garfield,401766.0,medical
3,2014,Pueblo,1196018.0,retail
3,2014,Gilpin,33416.0,medical
3,2014,Routt,,retail
3,2014,Grand,,medical
3,2014,San Miguel,319620.0,retail
3,2014,Gunnison,,medical
3,2014,Summit,1427935.0,retail
3,2014,Jefferson,2014285.0,medical
3,2014,Weld,,retail
3,2014,La Plata,587114.0,medical
3,2014,Sum of NR Counties,3082513.0,retail
3,2014,Larimer,1234344.0,medical
3,2014,Mesa,,medical
3,2014,Moffat,,medical
3,2014,Montezuma,,medical
3,2014,Montrose,,medical
3,2014,Ouray,,medical
3,2014,Park,,medical
3,2014,Pitkin,157541.0,medical
3,2014,Pueblo,375711.0,medical
3,2014,Routt,214650.0,medical
3,2014,Saguache,,medical
3,2014,San Miguel,75215.0,medical
3,2014,Sedgwick,,medical
3,2014,Summit,253937.0,medical
3,2014,Teller,,medical
3,2014,Weld,580961.0,medical
3,2014,Sum of NR Counties,857213.0,medical
2,2014,Adams,454940.0,medical
2,2014,Adams,,retail
2,2014,Alamosa,,medical
2,2014,Boulder,,retail
2,2014,Arapahoe,1210155.0,medical
2,2014,Clear Creek,445976.0,retail
2,2014,Archuleta,,medical
2,2014,Denver,8349069.0,retail
2,2014,Boulder,3345413.0,medical
2,2014,Garfield,,retail
2,2014,Chaffee,,medical
2,2014,Gilpin,113337.0,retail
2,2014,Clear Creek,111164.0,medical
2,2014,Gunnison,,retail
2,2014,Costilla,,medical
2,2014,Jefferson,880367.0,retail
2,2014,Denver,14680476.0,medical
2,2014,Lake,,retail
2,2014,Eagle,185360.0,medical
2,2014,Ouray,,retail
2,2014,El Paso,5116438.0,medical
2,2014,Park,,retail
2,2014,Fremont,215839.0,medical
2,2014,Pueblo,823156.0,retail
2,2014,Garfield,373432.0,medical
2,2014,Routt,,retail
2,2014,Gilpin,32325.0,medical
2,2014,San Miguel,230470.0,retail
2,2014,Grand,,medical
2,2014,Summit,1063383.0,retail
2,2014,Gunnison,,medical
2,2014,Weld,,retail
2,2014,Jefferson,2044484.0,medical
2,2014,Sum of NR Counties,2342715.0,retail
2,2014,La Plata,521985.0,medical
2,2014,Larimer,1009841.0,medical
2,2014,Mesa,,medical
2,2014,Moffat,,medical
2,2014,Montezuma,103266.0,medical
2,2014,Montrose,,medical
2,2014,Ouray,,medical
2,2014,Park,,medical
2,2014,Pitkin,161237.0,medical
2,2014,Pueblo,418489.0,medical
2,2014,Routt,209165.0,medical
2,2014,San Miguel,94099.0,medical
2,2014,Sedgwick,,medical
2,2014,Summit,244818.0,medical
2,2014,Teller,,medical
2,2014,Weld,671024.0,medical
2,2014,Sum of NR Counties,534622.0,medical
11,2015,Adams,411536.0,medical
11,2015,Adams,2426969.0,retail
11,2015,Alamosa,,medical
11,2015,Arapahoe,5485411.0,retail
11,2015,Arapahoe,1474373.0,medical
11,2015,Archuleta,,retail
11,2015,Archuleta,,medical
11,2015,Boulder,4312311.0,retail
11,2015,Boulder,2441291.0,medical
11,2015,Chaffee,257406.0,retail
11,2015,Chaffee,,medical
11,2015,Clear Creek,382303.0,retail
11,2015,Clear Creek,65544.0,medical
11,2015,Conejos,,retail
11,2015,Costilla,,medical
11,2015,Costilla,,retail
11,2015,Denver,13509435.0,medical
11,2015,Denver,17834233.0,retail
11,2015,Eagle,239175.0,medical
11,2015,Eagle,608573.0,retail
11,2015,El Paso,6629977.0,medical
11,2015,El Paso,,retail
11,2015,Fremont,146376.0,medical
11,2015,Garfield,706287.0,retail
11,2015,Garfield,276743.0,medical
11,2015,Gilpin,165186.0,retail
11,2015,Gilpin,,medical
11,2015,Grand,149468.0,retail
11,2015,Grand,,medical
11,2015,Gunnison,250041.0,retail
11,2015,Gunnison,,medical
11,2015,Huerfano,,retail
11,2015,Jefferson,1654954.0,medical
11,2015,Jefferson,2816172.0,retail
11,2015,La Plata,332966.0,medical
11,2015,Lake,,retail
11,2015,Larimer,1263937.0,medical
11,2015,La Plata,1192549.0,retail
11,2015,Las Animas,,medical
11,2015,Larimer,2561270.0,retail
11,2015,Mesa,,medical
11,2015,Las Animas,850923.0,retail
11,2015,Moffat,,medical
11,2015,Mesa,,retail
11,2015,Montezuma,93505.0,medical
11,2015,Montezuma,528833.0,retail
11,2015,Montrose,,medical
11,2015,Morgan,,retail
11,2015,Morgan,,medical
11,2015,Ouray,,retail
11,2015,Ouray,,medical
11,2015,Park,168909.0,retail
11,2015,Park,,medical
11,2015,Pitkin,348178.0,retail
11,2015,Pitkin,78898.0,medical
11,2015,Pueblo,1447179.0,retail
11,2015,Pueblo,776637.0,medical
11,2015,Routt,437492.0,retail
11,2015,Routt,182755.0,medical
11,2015,Saguache,,retail
11,2015,San Miguel,39568.0,medical
11,2015,San Juan,,retail
11,2015,Sedgwick,,medical
11,2015,San Miguel,121095.0,retail
11,2015,Summit,214387.0,medical
11,2015,Sedgwick,,retail
11,2015,Teller,,medical
11,2015,Summit,1022796.0,retail
11,2015,Weld,361925.0,medical
11,2015,Weld,1688077.0,retail
11,2015,Sum of NR Counties,576454.0,medical
11,2015,Sum of NR Counties,3692094.0,retail
5,2015,Adams,495716.0,medical
5,2015,Adams,1687270.0,retail
5,2015,Alamosa,,medical
5,2015,Arapahoe,3615509.0,retail
5,2015,Arapahoe,1588756.0,medical
5,2015,Archuleta,,retail
5,2015,Archuleta,,medical
5,2015,Boulder,4281906.0,retail
5,2015,Boulder,2451648.0,medical
5,2015,Chaffee,312605.0,retail
5,2015,Chaffee,,medical
5,2015,Clear Creek,348152.0,retail
5,2015,Clear Creek,96276.0,medical
5,2015,Costilla,,retail
5,2015,Costilla,,medical
5,2015,Denver,17590490.0,retail
5,2015,Denver,15598475.0,medical
5,2015,Eagle,432292.0,retail
5,2015,Eagle,259399.0,medical
5,2015,El Paso,,retail
5,2015,El Paso,6793848.0,medical
5,2015,Garfield,720995.0,retail
5,2015,Fremont,200945.0,medical
5,2015,Gilpin,143079.0,retail
5,2015,Garfield,407487.0,medical
5,2015,Grand,,retail
5,2015,Gilpin,,medical
5,2015,Gunnison,176131.0,retail
5,2015,Grand,,medical
5,2015,Jefferson,2538231.0,retail
5,2015,Gunnison,,medical
5,2015,Lake,,retail
5,2015,Jefferson,1933694.0,medical
5,2015,La Plata,1155547.0,retail
5,2015,La Plata,452253.0,medical
5,2015,Larimer,2292433.0,retail
5,2015,Larimer,1292742.0,medical
5,2015,Las Animas,606835.0,retail
5,2015,Las Animas,,medical
5,2015,Mesa,,retail
5,2015,Mesa,,medical
5,2015,Montezuma,403035.0,retail
5,2015,Moffat,,medical
5,2015,Morgan,,retail
5,2015,Montezuma,136143.0,medical
5,2015,Ouray,,retail
5,2015,Montrose,,medical
5,2015,Park,154563.0,retail
5,2015,Morgan,,medical
5,2015,Pitkin,329419.0,retail
5,2015,Ouray,,medical
5,2015,Pueblo,1482501.0,retail
5,2015,Park,,medical
5,2015,Routt,419611.0,retail
5,2015,Pitkin,57287.0,medical
5,2015,Saguache,,retail
5,2015,Pueblo,396182.0,medical
5,2015,San Juan,,retail
5,2015,Routt,163870.0,medical
5,2015,San Miguel,153689.0,retail
5,2015,San Miguel,,medical
5,2015,Sedgwick,,retail
5,2015,Sedgwick,,medical
5,2015,Summit,719343.0,retail
5,2015,Summit,224409.0,medical
5,2015,Weld,1636318.0,retail
5,2015,Teller,,medical
5,2015,Sum of NR Counties,3390899.0,retail
5,2015,Weld,342765.0,medical
5,2015,Sum of NR Counties,717221.0,medical
7,2017,Adams,971747.0,medical
7,2017,Adams,5462382.0,retail
7,2017,Alamosa,,medical
7,2017,Arapahoe,9672770.0,retail
7,2017,Arapahoe,953749.0,medical
7,2017,Archuleta,884084.0,retail
7,2017,Archuleta,,medical
7,2017,Boulder,7070534.0,retail
7,2017,Boulder,1851637.0,medical
7,2017,Chaffee,662413.0,retail
7,2017,Chaffee,,medical
7,2017,Clear Creek,678322.0,retail
7,2017,Clear Creek,34954.0,medical
7,2017,Conejos,586118.0,retail
7,2017,Costilla,,medical
7,2017,Costilla,453934.0,retail
7,2017,Denver,17274275.0,medical
7,2017,Denver,34007419.0,retail
7,2017,Eagle,142382.0,medical
7,2017,Eagle,1159081.0,retail
7,2017,El Paso,8717083.0,medical
7,2017,El Paso,,retail
7,2017,Fremont,184871.0,medical
7,2017,Garfield,2128843.0,retail
7,2017,Garfield,307082.0,medical
7,2017,Gilpin,271414.0,retail
7,2017,Gilpin,,medical
7,2017,Grand,455029.0,retail
7,2017,Grand,,medical
7,2017,Gunnison,892740.0,retail
7,2017,Gunnison,,medical
7,2017,Huerfano,,retail
7,2017,Jefferson,1282271.0,medical
7,2017,Jefferson,4525746.0,retail
7,2017,La Plata,297527.0,medical
7,2017,Lake,320873.0,retail
7,2017,Larimer,1186223.0,medical
7,2017,La Plata,2366747.0,retail
7,2017,Las Animas,,medical
7,2017,Larimer,5303480.0,retail
7,2017,Mesa,,medical
7,2017,Las Animas,4383708.0,retail
7,2017,Moffat,,medical
7,2017,Mesa,,retail
7,2017,Montezuma,73002.0,medical
7,2017,Montezuma,1884658.0,retail
7,2017,Montrose,,medical
7,2017,Morgan,909700.0,retail
7,2017,Morgan,,medical
7,2017,Ouray,,retail
7,2017,Otero,,medical
7,2017,Park,465717.0,retail
7,2017,Ouray,,medical
7,2017,Pitkin,1267251.0,retail
7,2017,Park,,medical
7,2017,Pueblo,3762112.0,retail
7,2017,Pitkin,74079.0,medical
7,2017,Routt,1009377.0,retail
7,2017,Pueblo,684190.0,medical
7,2017,Saguache,,retail
7,2017,Routt,,medical
7,2017,San Juan,,retail
7,2017,San Miguel,26729.0,medical
7,2017,San Miguel,521810.0,retail
7,2017,Sedgwick,,medical
7,2017,Sedgwick,,retail
7,2017,Summit,119533.0,medical
7,2017,Summit,2001214.0,retail
7,2017,Teller,,medical
7,2017,Weld,2659205.0,retail
7,2017,Weld,288400.0,medical
7,2017,Sum of NR Counties,5270772.0,retail
7,2017,Sum of NR Counties,787260.0,medical
6,2017,Adams,1091425.0,medical
6,2017,Adams,5137782.0,retail
6,2017,Alamosa,,medical
6,2017,Arapahoe,9314356.0,retail
6,2017,Arapahoe,1033427.0,medical
6,2017,Archuleta,691943.0,retail
6,2017,Archuleta,,medical
6,2017,Boulder,6880933.0,retail
6,2017,Boulder,1846713.0,medical
6,2017,Chaffee,559238.0,retail
6,2017,Chaffee,,medical
6,2017,Clear Creek,581672.0,retail
6,2017,Clear Creek,57869.0,medical
6,2017,Conejos,510132.0,retail
6,2017,Costilla,,medical
6,2017,Costilla,403056.0,retail
6,2017,Denver,17634832.0,medical
6,2017,Denver,31586804.0,retail
6,2017,Eagle,129118.0,medical
6,2017,Eagle,916059.0,retail
6,2017,El Paso,9117656.0,medical
6,2017,El Paso,,retail
6,2017,Fremont,179179.0,medical
6,2017,Garfield,2042113.0,retail
6,2017,Garfield,292213.0,medical
6,2017,Gilpin,256404.0,retail
6,2017,Gilpin,,medical
6,2017,Grand,330529.0,retail
6,2017,Grand,,medical
6,2017,Gunnison,522302.0,retail
6,2017,Gunnison,,medical
6,2017,Huerfano,,retail
6,2017,Jefferson,1252570.0,medical
6,2017,Jefferson,4405653.0,retail
6,2017,La Plata,294220.0,medical
6,2017,Lake,248265.0,retail
6,2017,Larimer,1134167.0,medical
6,2017,La Plata,2206045.0,retail
6,2017,Las Animas,32972.0,medical
6,2017,Larimer,4929421.0,retail
6,2017,Mesa,,medical
6,2017,Las Animas,3836814.0,retail
6,2017,Moffat,,medical
6,2017,Mesa,,retail
6,2017,Montezuma,81402.0,medical
6,2017,Montezuma,1863923.0,retail
6,2017,Montrose,,medical
6,2017,Morgan,860998.0,retail
6,2017,Morgan,,medical
6,2017,Ouray,583159.0,retail
6,2017,Otero,,medical
6,2017,Park,375371.0,retail
6,2017,Ouray,,medical
6,2017,Pitkin,880604.0,retail
6,2017,Park,,medical
6,2017,Pueblo,3465138.0,retail
6,2017,Pitkin,69389.0,medical
6,2017,Routt,796881.0,retail
6,2017,Pueblo,707393.0,medical
6,2017,Saguache,,retail
6,2017,Routt,,medical
6,2017,San Juan,,retail
6,2017,San Miguel,24094.0,medical
6,2017,San Miguel,397687.0,retail
6,2017,Sedgwick,,medical
6,2017,Sedgwick,,retail
6,2017,Summit,104603.0,medical
6,2017,Summit,1503046.0,retail
6,2017,Teller,,medical
6,2017,Weld,2545979.0,retail
6,2017,Weld,301813.0,medical
6,2017,Sum of NR Counties,4193332.0,retail
6,2017,Sum of NR Counties,740523.0,medical
12,2017,Adams,782044.0,medical
12,2017,Adams,6120302.0,retail
12,2017,Alamosa,,medical
12,2017,Arapahoe,9761509.0,retail
12,2017,Arapahoe,881650.0,medical
12,2017,Archuleta,732699.0,retail
12,2017,Archuleta,,medical
12,2017,Boulder,6814221.0,retail
12,2017,Boulder,1816738.0,medical
12,2017,Chaffee,398262.0,retail
12,2017,Chaffee,,medical
12,2017,Clear Creek,574268.0,retail
12,2017,Clear Creek,32356.0,medical
12,2017,Conejos,434200.0,retail
12,2017,Denver,14510755.0,medical
12,2017,Costilla,273773.0,retail
12,2017,Eagle,132404.0,medical
12,2017,Denver,32265126.0,retail
12,2017,El Paso,8513185.0,medical
12,2017,Eagle,1531387.0,retail
12,2017,Fremont,146945.0,medical
12,2017,El Paso,,retail
12,2017,Garfield,233612.0,medical
12,2017,Garfield,1681605.0,retail
12,2017,Gilpin,,medical
12,2017,Gilpin,179250.0,retail
12,2017,Grand,,medical
12,2017,Grand,435934.0,retail
12,2017,Gunnison,,medical
12,2017,Gunnison,397636.0,retail
12,2017,Jefferson,1427543.0,medical
12,2017,Huerfano,,retail
12,2017,La Plata,300663.0,medical
12,2017,Jefferson,4291144.0,retail
12,2017,Larimer,1164472.0,medical
12,2017,Lake,206999.0,retail
12,2017,Las Animas,49588.0,medical
12,2017,La Plata,2010428.0,retail
12,2017,Mesa,,medical
12,2017,Larimer,5490891.0,retail
12,2017,Moffat,,medical
12,2017,Las Animas,4019496.0,retail
12,2017,Montezuma,67895.0,medical
12,2017,Mesa,1063973.0,retail
12,2017,Montrose,,medical
12,2017,Montezuma,1687019.0,retail
12,2017,Morgan,,medical
12,2017,Morgan,920406.0,retail
12,2017,Otero,,medical
12,2017,Ouray,442518.0,retail
12,2017,Ouray,,medical
12,2017,Park,367718.0,retail
12,2017,Park,,medical
12,2017,Pitkin,1271300.0,retail
12,2017,Pitkin,60311.0,medical
